clip_id,session_id,driver,lap,filename,label,annotator,notes
2023-dutch-r-RUS-132300,2023-dutch-r,RUS,,2023-dutch-r-RUS-132300.mp3,Tired,,2023-08-27T12:23:27.8089149Z
2023-dutch-r-BOT-133545,2023-dutch-r,BOT,,2023-dutch-r-BOT-133545.mp3,Tired,,2023-08-27T12:36:18.205Z
2023-dutch-r-SAI-135349,2023-dutch-r,SAI,,2023-dutch-r-SAI-135349.mp3,Calm,,2023-08-27T12:54:06.999Z
2023-dutch-r-HUL-135450,2023-dutch-r,HUL,,2023-dutch-r-HUL-135450.mp3,Calm,,2023-08-27T12:55:48.8142761Z
2023-dutch-r-VER-135744,2023-dutch-r,VER,,2023-dutch-r-VER-135744.mp3,Calm,,2023-08-27T12:59:13.118Z
2023-dutch-r-ALO-150014,2023-dutch-r,ALO,,2023-dutch-r-ALO-150014.mp3,Calm,,2023-08-27T13:00:19.2751648Z
2023-dutch-r-STR-140033,2023-dutch-r,STR,,2023-dutch-r-STR-140033.mp3,Calm,,2023-08-27T13:00:53.32Z
2023-dutch-r-PIA-140141,2023-dutch-r,PIA,,2023-dutch-r-PIA-140141.mp3,Tired,,2023-08-27T13:02:03.568Z
2023-dutch-r-ALO-140228,2023-dutch-r,ALO,1,2023-dutch-r-ALO-140228.mp3,Calm,,2023-08-27T13:03:09.3743168Z
2023-dutch-r-MAG-140342,2023-dutch-r,MAG,1,2023-dutch-r-MAG-140342.mp3,Tired,,2023-08-27T13:04:19.019Z
2023-dutch-r-STR-140357,2023-dutch-r,STR,1,2023-dutch-r-STR-140357.mp3,Stressed,,2023-08-27T13:04:19.019Z
2023-dutch-r-ALO-140455,2023-dutch-r,ALO,2,2023-dutch-r-ALO-140455.mp3,Stressed,,2023-08-27T13:05:24.987Z
2023-dutch-r-ALB-140523,2023-dutch-r,ALB,2,2023-dutch-r-ALB-140523.mp3,Tired,,2023-08-27T13:05:59.33Z
2023-dutch-r-VER-140515,2023-dutch-r,VER,2,2023-dutch-r-VER-140515.mp3,Stressed,,2023-08-27T13:05:59.3544918Z
2023-dutch-r-NOR-140559,2023-dutch-r,NOR,3,2023-dutch-r-NOR-140559.mp3,Calm,,2023-08-27T13:06:34.423Z
2023-dutch-r-HAM-150738,2023-dutch-r,HAM,3,2023-dutch-r-HAM-150738.mp3,Tired,,2023-08-27T13:07:41Z
2023-dutch-r-ALO-140633,2023-dutch-r,ALO,3,2023-dutch-r-ALO-140633.mp3,Calm,,2023-08-27T13:07:41.828Z
2023-dutch-r-RUS-140742,2023-dutch-r,RUS,4,2023-dutch-r-RUS-140742.mp3,Tired,,2023-08-27T13:08:16.218Z
2023-dutch-r-OCO-140813,2023-dutch-r,OCO,4,2023-dutch-r-OCO-140813.mp3,Tired,,2023-08-27T13:08:50.483Z
2023-dutch-r-PER-140844,2023-dutch-r,PER,4,2023-dutch-r-PER-140844.mp3,Calm,,2023-08-27T13:09:24.983Z
2023-dutch-r-ALB-140907,2023-dutch-r,ALB,4,2023-dutch-r-ALB-140907.mp3,Tired,,2023-08-27T13:09:24.983Z
2023-dutch-r-LEC-141101,2023-dutch-r,LEC,6,2023-dutch-r-LEC-141101.mp3,Tired,,2023-08-27T13:11:40.402Z
2023-dutch-r-NOR-141043,2023-dutch-r,NOR,6,2023-dutch-r-NOR-141043.mp3,Stressed,,2023-08-27T13:11:40.402Z
2023-dutch-r-SAI-141420,2023-dutch-r,SAI,8,2023-dutch-r-SAI-141420.mp3,Tired,,2023-08-27T13:15:00.992Z
2023-dutch-r-RUS-151656,2023-dutch-r,RUS,9,2023-dutch-r-RUS-151656.mp3,Tired,,2023-08-27T13:16:41.6149114Z
2023-dutch-r-MAG-141704,2023-dutch-r,MAG,10,2023-dutch-r-MAG-141704.mp3,Stressed,,2023-08-27T13:17:16.365Z
2023-dutch-r-MAG-141755,2023-dutch-r,MAG,10,2023-dutch-r-MAG-141755.mp3,Stressed,,2023-08-27T13:18:23.004Z
2023-dutch-r-ALB-141904,2023-dutch-r,ALB,11,2023-dutch-r-ALB-141904.mp3,Tired,,2023-08-27T13:19:32.144Z
2023-dutch-r-HUL-141942,2023-dutch-r,HUL,11,2023-dutch-r-HUL-141942.mp3,Calm,,2023-08-27T13:20:04.299Z
2023-dutch-r-BOT-141958,2023-dutch-r,BOT,11,2023-dutch-r-BOT-141958.mp3,Calm,,2023-08-27T13:20:04.752Z
2023-dutch-r-NOR-142035,2023-dutch-r,NOR,12,2023-dutch-r-NOR-142035.mp3,Calm,,2023-08-27T13:21:12.423Z
2023-dutch-r-VER-142142,2023-dutch-r,VER,13,2023-dutch-r-VER-142142.mp3,Calm,,2023-08-27T13:22:20.078Z
2023-dutch-r-PER-142205,2023-dutch-r,PER,14,2023-dutch-r-PER-142205.mp3,Stressed,,2023-08-27T13:22:53.937Z
2023-dutch-r-ALO-142229,2023-dutch-r,ALO,14,2023-dutch-r-ALO-142229.mp3,Stressed,,2023-08-27T13:22:54.453Z
2023-dutch-r-PER-142328,2023-dutch-r,PER,15,2023-dutch-r-PER-142328.mp3,Tired,,2023-08-27T13:24:03.17Z
2023-dutch-r-RUS-152401,2023-dutch-r,RUS,14,2023-dutch-r-RUS-152401.mp3,Stressed,,2023-08-27T13:24:03.17Z
2023-dutch-r-PIA-142428,2023-dutch-r,PIA,15,2023-dutch-r-PIA-142428.mp3,Calm,,2023-08-27T13:24:38.279Z
2023-dutch-r-MAG-142506,2023-dutch-r,MAG,16,2023-dutch-r-MAG-142506.mp3,Tired,,2023-08-27T13:25:44.512Z
2023-dutch-r-SAI-142552,2023-dutch-r,SAI,16,2023-dutch-r-SAI-142552.mp3,Calm,,2023-08-27T13:26:18.558Z
2023-dutch-r-SAI-142610,2023-dutch-r,SAI,16,2023-dutch-r-SAI-142610.mp3,Tired,,2023-08-27T13:26:18.621Z
2023-dutch-r-OCO-142640,2023-dutch-r,OCO,16,2023-dutch-r-OCO-142640.mp3,Tired,,2023-08-27T13:26:53.698Z
2023-dutch-r-SAR-152752,2023-dutch-r,SAR,14,2023-dutch-r-SAR-152752.mp3,Tired,,2023-08-27T13:28:00.2219951Z
2023-dutch-r-ALO-142835,2023-dutch-r,ALO,18,2023-dutch-r-ALO-142835.mp3,Tired,,2023-08-27T13:29:09.149Z
2023-dutch-r-PER-152936,2023-dutch-r,PER,18,2023-dutch-r-PER-152936.mp3,Calm,,2023-08-27T13:29:41.211Z
2023-dutch-r-STR-142956,2023-dutch-r,STR,18,2023-dutch-r-STR-142956.mp3,Stressed,,2023-08-27T13:30:49.397Z
2023-dutch-r-HUL-143128,2023-dutch-r,HUL,19,2023-dutch-r-HUL-143128.mp3,Calm,,2023-08-27T13:32:30.583Z
2023-dutch-r-SAI-143236,2023-dutch-r,SAI,20,2023-dutch-r-SAI-143236.mp3,Tired,,2023-08-27T13:33:05.535Z
2023-dutch-r-PER-143311,2023-dutch-r,PER,20,2023-dutch-r-PER-143311.mp3,Calm,,2023-08-27T13:33:38.6755377Z
2023-dutch-r-PER-153439,2023-dutch-r,PER,21,2023-dutch-r-PER-153439.mp3,Calm,,2023-08-27T13:34:46.502Z
2023-dutch-r-ALB-143458,2023-dutch-r,ALB,21,2023-dutch-r-ALB-143458.mp3,Stressed,,2023-08-27T13:35:21.455Z
2023-dutch-r-HAM-143618,2023-dutch-r,HAM,22,2023-dutch-r-HAM-143618.mp3,Tired,,2023-08-27T13:37:01.781Z
2023-dutch-r-RUS-143825,2023-dutch-r,RUS,23,2023-dutch-r-RUS-143825.mp3,Tired,,2023-08-27T13:38:42.842Z
2023-dutch-r-ALB-143816,2023-dutch-r,ALB,23,2023-dutch-r-ALB-143816.mp3,Stressed,,2023-08-27T13:38:43.092Z
2023-dutch-r-ALB-143905,2023-dutch-r,ALB,24,2023-dutch-r-ALB-143905.mp3,Stressed,,2023-08-27T13:39:17.295Z
2023-dutch-r-SAI-144045,2023-dutch-r,SAI,25,2023-dutch-r-SAI-144045.mp3,Calm,,2023-08-27T13:40:58.605Z
2023-dutch-r-PIA-144110,2023-dutch-r,PIA,25,2023-dutch-r-PIA-144110.mp3,Calm,,2023-08-27T13:41:32.823Z
2023-dutch-r-SAI-144207,2023-dutch-r,SAI,26,2023-dutch-r-SAI-144207.mp3,Calm,,2023-08-27T13:42:40.478Z
2023-dutch-r-HAM-144235,2023-dutch-r,HAM,26,2023-dutch-r-HAM-144235.mp3,Tired,,2023-08-27T13:42:40.635Z
2023-dutch-r-STR-144502,2023-dutch-r,STR,28,2023-dutch-r-STR-144502.mp3,Stressed,,2023-08-27T13:45:28.319Z
2023-dutch-r-MAG-144610,2023-dutch-r,MAG,29,2023-dutch-r-MAG-144610.mp3,Calm,,2023-08-27T13:46:36.443Z
2023-dutch-r-VER-144720,2023-dutch-r,VER,30,2023-dutch-r-VER-144720.mp3,Calm,,2023-08-27T13:47:44.176Z
2023-dutch-r-LEC-144750,2023-dutch-r,LEC,30,2023-dutch-r-LEC-144750.mp3,Stressed,,2023-08-27T13:48:18.832Z
2023-dutch-r-VER-154847,2023-dutch-r,VER,31,2023-dutch-r-VER-154847.mp3,Tired,,2023-08-27T13:48:53.956Z
2023-dutch-r-GAS-144947,2023-dutch-r,GAS,32,2023-dutch-r-GAS-144947.mp3,Tired,,2023-08-27T13:49:59.1461479Z
2023-dutch-r-ALO-144948,2023-dutch-r,ALO,32,2023-dutch-r-ALO-144948.mp3,Calm,,2023-08-27T13:49:59.4155906Z
2023-dutch-r-LEC-144953,2023-dutch-r,LEC,32,2023-dutch-r-LEC-144953.mp3,Stressed,,2023-08-27T13:50:34.251Z
2023-dutch-r-ALO-145059,2023-dutch-r,ALO,33,2023-dutch-r-ALO-145059.mp3,Tired,,2023-08-27T13:51:41.719Z
2023-dutch-r-HAM-145133,2023-dutch-r,HAM,33,2023-dutch-r-HAM-145133.mp3,Calm,,2023-08-27T13:51:42.094Z
2023-dutch-r-OCO-145315,2023-dutch-r,OCO,35,2023-dutch-r-OCO-145315.mp3,Stressed,,2023-08-27T13:53:56.248Z
2023-dutch-r-MAG-145357,2023-dutch-r,MAG,35,2023-dutch-r-MAG-145357.mp3,Tired,,2023-08-27T13:54:30.169Z
2023-dutch-r-OCO-145425,2023-dutch-r,OCO,36,2023-dutch-r-OCO-145425.mp3,Tired,,2023-08-27T13:55:05.09Z
2023-dutch-r-ALB-145655,2023-dutch-r,ALB,38,2023-dutch-r-ALB-145655.mp3,Tired,,2023-08-27T13:57:20.556Z
2023-dutch-r-VER-155744,2023-dutch-r,VER,38,2023-dutch-r-VER-155744.mp3,Calm,,2023-08-27T13:57:52.931Z
2023-dutch-r-HAM-145812,2023-dutch-r,HAM,38,2023-dutch-r-HAM-145812.mp3,Calm,,2023-08-27T13:58:26.633Z
2023-dutch-r-PIA-145846,2023-dutch-r,PIA,39,2023-dutch-r-PIA-145846.mp3,Tired,,2023-08-27T13:59:00.852Z
2023-dutch-r-SAI-160008,2023-dutch-r,SAI,40,2023-dutch-r-SAI-160008.mp3,Calm,,2023-08-27T14:00:11.069Z
2023-dutch-r-RUS-145957,2023-dutch-r,RUS,40,2023-dutch-r-RUS-145957.mp3,Calm,,2023-08-27T14:00:43.193Z
2023-dutch-r-SAI-150130,2023-dutch-r,SAI,41,2023-dutch-r-SAI-150130.mp3,Tired,,2023-08-27T14:01:51.364Z
2023-dutch-r-HUL-150249,2023-dutch-r,HUL,42,2023-dutch-r-HUL-150249.mp3,Tired,,2023-08-27T14:02:58.05Z
2023-dutch-r-BOT-150250,2023-dutch-r,BOT,42,2023-dutch-r-BOT-150250.mp3,Tired,,2023-08-27T14:02:58.05Z
2023-dutch-r-LEC-160325,2023-dutch-r,LEC,41,2023-dutch-r-LEC-160325.mp3,Tired,,2023-08-27T14:03:32.565Z
2023-dutch-r-HUL-150259,2023-dutch-r,HUL,42,2023-dutch-r-HUL-150259.mp3,Calm,,2023-08-27T14:03:33.003Z
2023-dutch-r-OCO-150342,2023-dutch-r,OCO,43,2023-dutch-r-OCO-150342.mp3,Tired,,2023-08-27T14:04:07.127Z
2023-dutch-r-HUL-150630,2023-dutch-r,HUL,45,2023-dutch-r-HUL-150630.mp3,Calm,,2023-08-27T14:06:54.89Z
2023-dutch-r-RUS-150702,2023-dutch-r,RUS,45,2023-dutch-r-RUS-150702.mp3,Tired,,2023-08-27T14:07:29.139Z
2023-dutch-r-OCO-150800,2023-dutch-r,OCO,46,2023-dutch-r-OCO-150800.mp3,Stressed,,2023-08-27T14:08:37.56Z
2023-dutch-r-ALO-150845,2023-dutch-r,ALO,47,2023-dutch-r-ALO-150845.mp3,Calm,,2023-08-27T14:09:12.669Z
2023-dutch-r-SAI-151032,2023-dutch-r,SAI,48,2023-dutch-r-SAI-151032.mp3,Calm,,2023-08-27T14:10:52.964Z
2023-dutch-r-ALB-151229,2023-dutch-r,ALB,50,2023-dutch-r-ALB-151229.mp3,Calm,,2023-08-27T14:13:08.383Z
2023-dutch-r-OCO-161352,2023-dutch-r,OCO,51,2023-dutch-r-OCO-161352.mp3,Tired,,2023-08-27T14:14:14.023Z
2023-dutch-r-PIA-151334,2023-dutch-r,PIA,51,2023-dutch-r-PIA-151334.mp3,Calm,,2023-08-27T14:14:14.476Z
2023-dutch-r-MAG-151425,2023-dutch-r,MAG,51,2023-dutch-r-MAG-151425.mp3,Calm,,2023-08-27T14:14:48.663Z
2023-dutch-r-HUL-151554,2023-dutch-r,HUL,52,2023-dutch-r-HUL-151554.mp3,Calm,,2023-08-27T14:16:29.255Z
2023-dutch-r-ALO-151642,2023-dutch-r,ALO,53,2023-dutch-r-ALO-151642.mp3,Stressed,,2023-08-27T14:17:04.051Z
2023-dutch-r-TSU-151643,2023-dutch-r,TSU,53,2023-dutch-r-TSU-151643.mp3,Stressed,,2023-08-27T14:17:39.16Z
2023-dutch-r-VER-161813,2023-dutch-r,VER,56,2023-dutch-r-VER-161813.mp3,Calm,,2023-08-27T14:20:25.016Z
2023-dutch-r-ALB-151915,2023-dutch-r,ALB,56,2023-dutch-r-ALB-151915.mp3,Stressed,,2023-08-27T14:20:25.266Z
2023-dutch-r-ALO-151907,2023-dutch-r,ALO,56,2023-dutch-r-ALO-151907.mp3,Tired,,2023-08-27T14:20:25.641Z
2023-dutch-r-ALO-151945,2023-dutch-r,ALO,56,2023-dutch-r-ALO-151945.mp3,Calm,,2023-08-27T14:20:25.8327677Z
2023-dutch-r-NOR-152011,2023-dutch-r,NOR,56,2023-dutch-r-NOR-152011.mp3,Stressed,,2023-08-27T14:20:26.016Z
2023-dutch-r-VER-162207,2023-dutch-r,VER,58,2023-dutch-r-VER-162207.mp3,Stressed,,2023-08-27T14:22:07.53Z
2023-dutch-r-HAM-152209,2023-dutch-r,HAM,57,2023-dutch-r-HAM-152209.mp3,Tired,,2023-08-27T14:22:41.326Z
2023-dutch-r-HUL-152232,2023-dutch-r,HUL,57,2023-dutch-r-HUL-152232.mp3,Calm,,2023-08-27T14:22:41.545Z
2023-dutch-r-TSU-152308,2023-dutch-r,TSU,58,2023-dutch-r-TSU-152308.mp3,Calm,,2023-08-27T14:23:50.356Z
2023-dutch-r-GAS-152333,2023-dutch-r,GAS,59,2023-dutch-r-GAS-152333.mp3,Calm,,2023-08-27T14:23:50.356Z
2023-dutch-r-GAS-162425,2023-dutch-r,GAS,59,2023-dutch-r-GAS-162425.mp3,Calm,,2023-08-27T14:24:23.278Z
2023-dutch-r-HUL-152438,2023-dutch-r,HUL,59,2023-dutch-r-HUL-152438.mp3,Calm,,2023-08-27T14:24:56.996Z
2023-dutch-r-HAM-152523,2023-dutch-r,HAM,60,2023-dutch-r-HAM-152523.mp3,Calm,,2023-08-27T14:26:05.713Z
2023-dutch-r-HAM-162636,2023-dutch-r,HAM,61,2023-dutch-r-HAM-162636.mp3,Calm,,2023-08-27T14:26:38.775Z
2023-dutch-r-STR-152608,2023-dutch-r,STR,60,2023-dutch-r-STR-152608.mp3,Calm,,2023-08-27T14:26:40.822Z
2023-dutch-r-VER-152625,2023-dutch-r,VER,62,2023-dutch-r-VER-152625.mp3,Stressed,,2023-08-27T14:27:13.478Z
2023-dutch-r-HUL-152648,2023-dutch-r,HUL,61,2023-dutch-r-HUL-152648.mp3,Calm,,2023-08-27T14:27:13.696Z
2023-dutch-r-VER-152646,2023-dutch-r,VER,62,2023-dutch-r-VER-152646.mp3,Stressed,,2023-08-27T14:27:15.946Z
2023-dutch-r-OCO-162824,2023-dutch-r,OCO,62,2023-dutch-r-OCO-162824.mp3,Tired,,2023-08-27T14:28:21.195Z
2023-dutch-r-OCO-152846,2023-dutch-r,OCO,62,2023-dutch-r-OCO-152846.mp3,Tired,,2023-08-27T14:28:56.242Z
2023-dutch-r-OCO-152904,2023-dutch-r,OCO,62,2023-dutch-r-OCO-152904.mp3,Tired,,2023-08-27T14:29:31.335Z
2023-dutch-r-OCO-162955,2023-dutch-r,OCO,62,2023-dutch-r-OCO-162955.mp3,Stressed,,2023-08-27T14:29:31.335Z
2023-dutch-r-GAS-152948,2023-dutch-r,GAS,63,2023-dutch-r-GAS-152948.mp3,Stressed,,2023-08-27T14:30:04.006Z
2023-dutch-r-PER-153522,2023-dutch-r,PER,64,2023-dutch-r-PER-153522.mp3,Calm,,2023-08-27T14:36:13.2889389Z
2023-dutch-r-ALB-153603,2023-dutch-r,ALB,64,2023-dutch-r-ALB-153603.mp3,Tired,,2023-08-27T14:36:13.4699114Z
2023-dutch-r-SAI-163731,2023-dutch-r,SAI,64,2023-dutch-r-SAI-163731.mp3,Calm,,2023-08-27T14:37:22.779Z
2023-dutch-r-ALB-153654,2023-dutch-r,ALB,64,2023-dutch-r-ALB-153654.mp3,Tired,,2023-08-27T14:37:22.779Z
2023-dutch-r-MAG-153844,2023-dutch-r,MAG,64,2023-dutch-r-MAG-153844.mp3,Calm,,2023-08-27T14:39:03.106Z
2023-dutch-r-NOR-154034,2023-dutch-r,NOR,64,2023-dutch-r-NOR-154034.mp3,Tired,,2023-08-27T14:41:18.494Z
2023-dutch-r-LAW-155039,2023-dutch-r,LAW,64,2023-dutch-r-LAW-155039.mp3,Stressed,,2023-08-27T14:52:28.013Z
2023-dutch-r-LAW-155339,2023-dutch-r,LAW,64,2023-dutch-r-LAW-155339.mp3,Calm,,2023-08-27T14:54:42.3296102Z
2023-dutch-r-LAW-165745,2023-dutch-r,LAW,64,2023-dutch-r-LAW-165745.mp3,Calm,,2023-08-27T14:57:31.383Z
2023-dutch-r-LAW-160409,2023-dutch-r,LAW,64,2023-dutch-r-LAW-160409.mp3,Stressed,,2023-08-27T15:04:44.688Z
2023-dutch-r-MAG-160601,2023-dutch-r,MAG,64,2023-dutch-r-MAG-160601.mp3,Calm,,2023-08-27T15:06:25.576Z
2023-dutch-r-MAG-160620,2023-dutch-r,MAG,64,2023-dutch-r-MAG-160620.mp3,Calm,,2023-08-27T15:06:59.857Z
2023-dutch-r-LAW-160654,2023-dutch-r,LAW,64,2023-dutch-r-LAW-160654.mp3,Stressed,,2023-08-27T15:07:33.6825813Z
2023-dutch-r-RUS-160817,2023-dutch-r,RUS,64,2023-dutch-r-RUS-160817.mp3,Tired,,2023-08-27T15:08:41.011Z
2023-dutch-r-HUL-160911,2023-dutch-r,HUL,64,2023-dutch-r-HUL-160911.mp3,Calm,,2023-08-27T15:09:48.6891236Z
2023-dutch-r-PER-160955,2023-dutch-r,PER,64,2023-dutch-r-PER-160955.mp3,Tired,,2023-08-27T15:10:23.65Z
2023-dutch-r-VER-161139,2023-dutch-r,VER,64,2023-dutch-r-VER-161139.mp3,Calm,,2023-08-27T15:12:40.023Z
2023-dutch-r-VER-161318,2023-dutch-r,VER,64,2023-dutch-r-VER-161318.mp3,Calm,,2023-08-27T15:13:46.022Z
2023-dutch-r-STR-161526,2023-dutch-r,STR,65,2023-dutch-r-STR-161526.mp3,Tired,,2023-08-27T15:16:00.785Z
2023-dutch-r-ALO-171701,2023-dutch-r,ALO,65,2023-dutch-r-ALO-171701.mp3,Calm,,2023-08-27T15:16:35.722Z
2023-dutch-r-VER-161633,2023-dutch-r,VER,66,2023-dutch-r-VER-161633.mp3,Calm,,2023-08-27T15:17:10.846Z
2023-dutch-r-RUS-161817,2023-dutch-r,RUS,66,2023-dutch-r-RUS-161817.mp3,Calm,,2023-08-27T15:18:51.173Z
2023-dutch-r-GAS-162005,2023-dutch-r,GAS,68,2023-dutch-r-GAS-162005.mp3,Calm,,2023-08-27T15:20:31.514Z
2023-dutch-r-ALO-162130,2023-dutch-r,ALO,68,2023-dutch-r-ALO-162130.mp3,Calm,,2023-08-27T15:21:38.998Z
2023-dutch-r-SAI-172307,2023-dutch-r,SAI,69,2023-dutch-r-SAI-172307.mp3,Calm,,2023-08-27T15:22:46.934Z
2023-dutch-r-ALB-162306,2023-dutch-r,ALB,70,2023-dutch-r-ALB-162306.mp3,Stressed,,2023-08-27T15:23:21.996Z
2023-dutch-r-BOT-162551,2023-dutch-r,BOT,71,2023-dutch-r-BOT-162551.mp3,Calm,,2023-08-27T15:26:09.962Z
2023-dutch-r-VER-172852,2023-dutch-r,VER,72,2023-dutch-r-VER-172852.mp3,Calm,,2023-08-27T15:28:58.302Z
2023-dutch-r-ALO-162915,2023-dutch-r,ALO,72,2023-dutch-r-ALO-162915.mp3,Calm,,2023-08-27T15:30:05.582Z
2023-dutch-r-ALO-162957,2023-dutch-r,ALO,72,2023-dutch-r-ALO-162957.mp3,Stressed,,2023-08-27T15:30:38.926Z
2023-dutch-r-GAS-163113,2023-dutch-r,GAS,72,2023-dutch-r-GAS-163113.mp3,Stressed,,2023-08-27T15:30:38.926Z
2023-dutch-r-PER-173247,2023-dutch-r,PER,72,2023-dutch-r-PER-173247.mp3,Calm,,2023-08-27T15:30:38.926Z
2023-dutch-r-SAI-173404,2023-dutch-r,SAI,72,2023-dutch-r-SAI-173404.mp3,Calm,,2023-08-27T15:30:38.926Z
2023-dutch-r-LAW-163348,2023-dutch-r,LAW,72,2023-dutch-r-LAW-163348.mp3,Stressed,,2023-08-27T15:30:38.926Z
2023-dutch-r-RUS-173520,2023-dutch-r,RUS,72,2023-dutch-r-RUS-173520.mp3,Calm,,2023-08-27T15:30:38.926Z
2023-dutch-r-HAM-163448,2023-dutch-r,HAM,72,2023-dutch-r-HAM-163448.mp3,Calm,,2023-08-27T15:30:38.926Z
2023-dutch-r-TSU-163549,2023-dutch-r,TSU,72,2023-dutch-r-TSU-163549.mp3,Calm,,2023-08-27T15:30:38.926Z
2023-dutch-r-PIA-173626,2023-dutch-r,PIA,72,2023-dutch-r-PIA-173626.mp3,Calm,,2023-08-27T15:30:38.926Z
2023-dutch-r-NOR-173728,2023-dutch-r,NOR,72,2023-dutch-r-NOR-173728.mp3,Calm,,2023-08-27T15:30:38.926Z
2023-dutch-r-BOT-163733,2023-dutch-r,BOT,72,2023-dutch-r-BOT-163733.mp3,Calm,,2023-08-27T15:30:38.926Z
2023-dutch-r-HUL-173910,2023-dutch-r,HUL,72,2023-dutch-r-HUL-173910.mp3,Calm,,2023-08-27T15:39:11.276Z
2023-dutch-r-OCO-163831,2023-dutch-r,OCO,72,2023-dutch-r-OCO-163831.mp3,Tired,,2023-08-27T15:39:11.276Z
2023-dutch-r-ALB-163811,2023-dutch-r,ALB,72,2023-dutch-r-ALB-163811.mp3,Tired,,2023-08-27T15:39:11.276Z
2023-sao-paulo-r-ZHO-191345,2023-sao-paulo-r,ZHO,,2023-sao-paulo-r-ZHO-191345.mp3,Stressed,,2023-11-05T16:10:30.394Z
2023-sao-paulo-r-MAG-191419,2023-sao-paulo-r,MAG,,2023-sao-paulo-r-MAG-191419.mp3,Tired,,2023-11-05T16:10:30.628Z
2023-sao-paulo-r-MAG-160952,2023-sao-paulo-r,MAG,,2023-sao-paulo-r-MAG-160952.mp3,Tired,,2023-11-05T16:10:30.894Z
2023-sao-paulo-r-PER-161012,2023-sao-paulo-r,PER,,2023-sao-paulo-r-PER-161012.mp3,Tired,,2023-11-05T16:10:31.065Z
2023-sao-paulo-r-RUS-161338,2023-sao-paulo-r,RUS,,2023-sao-paulo-r-RUS-161338.mp3,Tired,,2023-11-05T16:14:25.953Z
2023-sao-paulo-r-MAG-161426,2023-sao-paulo-r,MAG,,2023-sao-paulo-r-MAG-161426.mp3,Calm,,2023-11-05T16:15:00.703Z
2023-sao-paulo-r-RUS-161450,2023-sao-paulo-r,RUS,,2023-sao-paulo-r-RUS-161450.mp3,Tired,,2023-11-05T16:15:35.812Z
2023-sao-paulo-r-ZHO-161552,2023-sao-paulo-r,ZHO,,2023-sao-paulo-r-ZHO-161552.mp3,Stressed,,2023-11-05T16:16:08.3604817Z
2023-sao-paulo-r-RIC-161621,2023-sao-paulo-r,RIC,,2023-sao-paulo-r-RIC-161621.mp3,Stressed,,2023-11-05T16:16:42.233Z
2023-sao-paulo-r-OCO-161620,2023-sao-paulo-r,OCO,,2023-sao-paulo-r-OCO-161620.mp3,Tired,,2023-11-05T16:16:42.999Z
2023-sao-paulo-r-OCO-161642,2023-sao-paulo-r,OCO,,2023-sao-paulo-r-OCO-161642.mp3,Tired,,2023-11-05T16:17:17.076Z
2023-sao-paulo-r-OCO-161959,2023-sao-paulo-r,OCO,,2023-sao-paulo-r-OCO-161959.mp3,Tired,,2023-11-05T16:20:39.580259Z
2023-sao-paulo-r-HAM-162102,2023-sao-paulo-r,HAM,,2023-sao-paulo-r-HAM-162102.mp3,Calm,,2023-11-05T16:21:13.636Z
2023-sao-paulo-r-SAI-165638,2023-sao-paulo-r,SAI,,2023-sao-paulo-r-SAI-165638.mp3,Calm,,2023-11-05T16:56:58.002Z
2023-sao-paulo-r-GAS-165652,2023-sao-paulo-r,GAS,,2023-sao-paulo-r-GAS-165652.mp3,Calm,,2023-11-05T16:57:32.845Z
2023-sao-paulo-r-GAS-165710,2023-sao-paulo-r,GAS,,2023-sao-paulo-r-GAS-165710.mp3,Tired,,2023-11-05T16:57:32.845Z
2023-sao-paulo-r-SAI-165712,2023-sao-paulo-r,SAI,,2023-sao-paulo-r-SAI-165712.mp3,Calm,,2023-11-05T16:57:32.845Z
2023-sao-paulo-r-PER-165756,2023-sao-paulo-r,PER,,2023-sao-paulo-r-PER-165756.mp3,Tired,,2023-11-05T16:58:40Z
2023-sao-paulo-r-GAS-165833,2023-sao-paulo-r,GAS,,2023-sao-paulo-r-GAS-165833.mp3,Calm,,2023-11-05T16:59:14.1551986Z
2023-sao-paulo-r-HAM-165910,2023-sao-paulo-r,HAM,,2023-sao-paulo-r-HAM-165910.mp3,Calm,,2023-11-05T16:59:48.25Z
2023-sao-paulo-r-PIA-170051,2023-sao-paulo-r,PIA,,2023-sao-paulo-r-PIA-170051.mp3,Stressed,,2023-11-05T17:01:30.0359472Z
2023-sao-paulo-r-VER-170144,2023-sao-paulo-r,VER,,2023-sao-paulo-r-VER-170144.mp3,Stressed,,2023-11-05T17:02:04.264Z
2023-sao-paulo-r-LEC-170140,2023-sao-paulo-r,LEC,,2023-sao-paulo-r-LEC-170140.mp3,Stressed,,2023-11-05T17:02:04.686Z
2023-sao-paulo-r-BOT-170237,2023-sao-paulo-r,BOT,,2023-sao-paulo-r-BOT-170237.mp3,Tired,,2023-11-05T17:03:13.888Z
2023-sao-paulo-r-LEC-170306,2023-sao-paulo-r,LEC,,2023-sao-paulo-r-LEC-170306.mp3,Calm,,2023-11-05T17:03:13.888Z
2023-sao-paulo-r-PIA-170708,2023-sao-paulo-r,PIA,1,2023-sao-paulo-r-PIA-170708.mp3,Tired,,2023-11-05T17:07:41.069Z
2023-sao-paulo-r-PIA-170809,2023-sao-paulo-r,PIA,1,2023-sao-paulo-r-PIA-170809.mp3,Tired,,2023-11-05T17:08:49.881Z
